S.NO,Name,Address,Phone,Email,Category,Type
941,Civil Hospital Khurai Sagar,"Civil Hospital Khurai District Sagar, Khurai, Dist. Sagar",7987903766,lab.chkhurai@gmail.com,Govt.,Camps
942,Civil Hospital Nagda BSU,"Civil Hospital Nagda,  Nagda, Dist. Ujjain",9425128877,mo.barnagar @ gmail com,Govt.,Camps
943,CIVIL HOSPITAL SANAWAD BSU,"Sanawad, Sanawad, Dist. Khargone (West Nimar)",8319653288,mochsnw@gmail.com,Govt.,Camps
944,DE-LIFE SURAKSHA BLOOD CENTRE,"PLOT NO. 300&301, CHORDIA HOSPITAL BUILDING, TEACHER'S COLONY, NEAR L.I.C OFFICE, AMBEDKAR ROAD, NEEMUCH, NEEMUCH, Dist. Neemuch",7023880074,delifesurakshabloodneemuch@gmail.com,Private,Camps
945,Depalpur BSU,"Depalpur, Dist. Indore",9827247085,bmodepind.mp3@gmail.com,Govt.,Camps
946,"District Hospital, Agar Malwa","District Hospital Campus, Agar malwa, Agar Malwa, Dist. Agar Malwa",8929353555,azharmultani02@gmail.com,Govt.,Camps
947,"District Hospital, Anuppur","DH, Anuppur, Dist. Anuppur",9893880858,pathologyapr@gmail.com,Govt.,Camps
948,"District Hospital, Balaghat","Budhi, Balaghat, Dist. Balaghat",9827165662,raktakoshbgt@gmail.com,Govt.,Camps
949,"District Hospital, Betul","District Hospital Betul , Betul, Dist. Betul",7999679298,padmapawar903@gmail.com,Govt.,Camps
950,"District Hospital, Bhopal J P Tulsi Nagar, Bhopal","DH - JP Hospital 1250, Tulsi Nagar Bhopal, Blood Centre DH-JPH Bhopal, Bhopal, Dist. Bhopal",9993078078,bloodbankjpbhopal@gmail.com,Govt.,Camps
951,"District Hospital, Chhatarpur","Naya Mohalla, Chhatarpur, Dist. Chhatarpur",9617614455,pkhare700@gmail.com,Govt.,Camps
952,"District Hospital, Damoh","DH Damoh, Damoh, Dist. Damoh",9644288190,ameetpjain@gmail.com,Govt.,Camps
953,"District Hospital, Dewas","MG hospital A B road Dewas, Dewas, Dist. Dewas",7879290268,dr.sushil88@gmail.com,Govt.,Camps
954,"District Hospital, Dindori","Govt Dist Hospital Dindori, Dindori, Dist. Dindori",8109322398,blooddindori@gmail.com,Govt.,Camps
955,"District Hospital, Gwalior","Maternity wing , District Hospital, Morar, Mall road , Morar, Dist. Gwalior",9425756087,archanachari09@ Gmail.com,Govt.,Camps
956,District Hospital Jabalpur Seth Govinddas Victoria Hospital Jabalpur,"Government district hospital, Seth Govinddas Victoria Hospital Jbalpur, Jabalpur, Dist. Jabalpur",9009084316,Bloodbankvictoria@gmail.com,Govt.,Camps
957,"District Hospital, Katni","National Highway 7, Katni, Dist. Katni",9179747826,csurgeonkatmp@nic.in,Govt.,Camps
958,"District Hospital, Khargone","Sanawad Road, Khargone (West Nimar), Khargone, Dist. Khargone (West Nimar)","Mob: 9425496084, 07282 � 233377 / 244000",solankiveeru86@gmail.com,Govt.,Camps
959,"District Hospital, Mandsaur","Indira Gandhi District Hospital, Gandhi Choraha, Mandsaur, Mandsaur, Dist. Mandsaur",9179719891,dr.stark2406@gmail.com,Govt.,Camps
960,"District Hospital,Narmadapuram","District Hospital Campus, Itwara Baajar Road district hospital narmadapuram mp, Narmadapuram, Dist. Narmadapuram",9425950345,bloodbankhbad@gmail.com,Govt.,Camps
961,District Hospital Neemuch,"Dist. Hospital Campus Neemuch , Neemuch, Dist. Neemuch",7489745375,gargp4202@gmail.com,Govt.,Camps
962,"District Hospital, Raisen","State Hwy 19, District Hospital Raisen, Raisen, Dist. Raisen",7987194599,bloodbankraisen18@gmail.com,Govt.,Camps
963,"District Hospital, Ratlam","Opposite District Jail, Govt College Road, District Hospital Ratlam, Ratlam, Dist. Ratlam",9827545555,bloodcentredhratlam@gmail.com,Govt.,Camps
964,"District Hospital, Sagar","TILLI ROAD SAGAR, Sagar, Dist. Sagar",9425437033,bloodbankndhsagar@gmail.com,Govt.,Camps
965,"District Hospital, Sehore","Sehore, Dist. Sehore",9425024489,dr_sudhir_shrivastava@yahoo.co.in,Govt.,Camps
966,"District Hospital, Shahdol","District Hospital SDL, Shahdol, Dist. Shahdol",7024178879,bloodbankshahdol@gmail.com,Govt.,Camps
967,"District Hospital, Sheopur","Blood Bank District Hospital Sheopur, Sheopur, Dist. Sheopur",Mob: 9425128462,Samvidakarmchari.she@gmail.com,Govt.,Camps
968,"District Hospital, Sidhi","NH 75, Sidhi, Dist. Sidhi",7972292167,amans7501@gmail.com,Govt.,Camps
969,"District Hospital, Ujjain","College Road, Laxman Pura, Ujjain, Dist. Ujjain",6260599113,bloodbankujjain@gmail.com,Govt.,Camps
970,"District Hospital, Vidisha","Blood centre district hospital vidisha , Vidisha, Dist. Vidisha",9575636558,dhvidbloodbank@gmail.com,Govt.,Camps
971,Emergency Blood Centre,"1,Kasturba Charauha ,Kampoo ,Gwalior(M.P.), Gwalior, Dist. Gwalior",9893140888,ashish_sao@gmail.com,Charitable/Vol,Camps
972,Faith Blood Centre,"Sushrut Multispeciality Hospital, 2nd Floor, Ward No. 15, Indira Gandhi Ward, Baihar Road,  District  Balaghat, Balaghat, Dist. Balaghat",9981895643,faithlab9@gmail.com,Private,Camps
973,Ganjbasoda BSU,"Civil Hospital Ganjbasoda, Ganjbasoda, Dist. Vidisha",9826821349,bmobasoda.vidisha@gmail.com,Govt.,Camps
974,Ghodadongri BSU,"-, Ghodadongri, Dist. Betul",9826215165,bmo.gho.bet@gmail.com,Govt.,Camps
975,Goi All India Institute Of Medical Sciences. Aiims Bhopal,"Saket Nagar, Bhopal, Dist. Bhopal",7552832285,bloodbank@aiimsbhopal.edu.in,Govt.,Camps
976,"Goi Burhar Central Hospital Of South Eastern Coal Fields Limited, Dhanpuri","Sohagpur Area, P.O. Dhanpuri , Dhanpuri, Dist. Shahdol",7972617496,cmssecl.sohapur@gmail.com,Govt.,Camps
977,"Goi Military Hospital Blood Centre, Jabalpur","Military area Habalpur, Jabalpur, Dist. Jabalpur",7004792205,bloodbankmhjbp@gmail.com,Govt.,Camps
978,"Goi Wcl Badkuhi Hospital, Chandameta, Chhindwara","WCL HOSPITAL, BARKUHI, PO CHANDAMETTA, DIST CHHINDWARA, Chhindwara, Dist. Chhindwara",8770275468,cmobh@yahoo.in,Govt.,Camps
979,Guru Gautam Muni Blood Centre,"Guru Gautam Muni Blood Centre,Anuyog Hospital and Research Centre Pvt. Ltd., Plot No. 30  31, Scheme No.1, Road No. 3 Kamlbal Kendra Road, Mandsaur, Dist. Mandsaur",9999644664,anuyoghospital@gmail.com,Private,Camps
980,"Index Medical College Hospital And Research Centre Run By Mayank Welfare Society, Indore","104, Trishul Apartment, 5, Sanghi Colony, Opp. Amaltas Hotel, , Indore, Dist. Indore",9752538454,bloodbankindex@gmail.com,Charitable/Vol,Camps
981,Indian Red Cross Society Blood Centre,"Indian Red Cross Society Blood Centre situated at 2nd Floor, Red Cross Bhawan, Civil Line, Jhiriya, Rewa, Madhya Pradesh-486001, Rewa, Dist. Rewa",9302270053,rewaredcross.ircs@gmail.com,Red Cross,Camps
982,"Indian Red Cross Society Blood Centre, Dabra, Gwalior","Hospital Campus, Red Cross Building, Dabra, Dabra, Dist. Gwalior","9,22,95,79,08,09,82,60,00,00,00,00,00,00,000",dr.hemantmodi@yahoo.com,Red Cross,Camps
983,"Indian Red Cross Society Blood Centre, Kampoo,","Near Kaul nursing home Kampoo, , Gwalior, Dist. Gwalior",9827593365,indianredcross.4@gmail.com,Red Cross,Camps
984,Indian Red Cross Society Dewas,"indian red cross blood bank/centre geeta bhawan , railway Station Road Dewas, Dewas, Dist. Dewas",9993185713,dewasbloodbank.ircs@gmail.com,Red Cross,Camps
985,"Jabalpur Thalesemia Society, Jabalpur","12 Anjuman Shopping Complex, Malviya Chowk, Jabalpur, Dist. Jabalpur",9425156274,drsaketjain@gmail.com,Charitable/Vol,Camps
986,"Jain Pathology Laboratory AND Blood Centre, Mandsaur","Gandhi Chouraha, Mandsaur, Dist. Mandsaur","07422 242518, 9827070408",drsuresh_jain@hotmail.com,Private,Camps
987,Jobat BSU,"CIvil Hospital Jobat, Jobat, Dist. Alirajpur",9993703501,cbmojobat7@gmail.com,Govt.,Camps
988,"Kanchan Medicare AND Research Centre Pvt. Ltd., Guna","Lohati Bhawan, A.B.Road, Opp.Gurudwara, , Guna, Dist. Guna",07542 226720,kmrcguna@gmail.com,Private,Camps
989,Karera BSU,"-, Karera, Dist. Shivpuri",9131423516,bemkarshi1@gmail.com,Govt.,Camps
990,Karuna Blood Centre,"Karuna Hospital, A B Road Sendhwa distritc barwami, Sendhwa, Dist. Barwani",9425993242,karunabloodcentre@gmail.com,Private,Camps
991,"Lahoti Medicare Pvt. Ltd., Indore","4/5 Old Palasia, Ravindra Nagar, Indore, Dist. Indore",9644336668,suhashubha@gmail.com,Charitable/Vol,Camps
992,Lanji BSU,"-, Lanji, Dist. Balaghat",7987491304,bmolanji@gmail.com,Govt.,Camps
993,Life Line Blood Centre Itarsi,"Priyadarshini Nagar, Nyas Colony Itarsi, itarsi, Dist. Narmadapuram",9753784877,lifelinebloodcentre.itarsi@gmail.com,Charitable/Vol,Camps
994,Life Saver Blood Centre,"1st floor, Plot No. 08, Sharda Colony New Bus Stand Sehore M.P, Sehore, Dist. Sehore",9926526010,lsbcsehore23@gmail.com,Charitable/Vol,Camps
995,Mahajan Hospital,"Magajpura Road, District-Dhar (M.P.), Dhar, Dist. Dhar",9425334765,drmayankmahajan@gmail.com,Private,Camps
996,MAHESHWAR BSU,"-, MAHESHWAR, Dist. Khargone (West Nimar)",9407420170,bmomahkhr@mp.gov.in,Govt.,Camps
997,Majholi BSU,"-, Majholi, Dist. Jabalpur",9425160054,majholichc@gmail.com,Govt.,Camps
998,Manas Blood Centre AND Component Centre Bhopal,"77 opposite Motia Talab, Near tajul Masajid, Bhopal, Dist. Bhopal",9301190189,manasbloodbank2010@gmail.com,Charitable/Vol,Camps
999,Medical College Blood Centre Shivpuri,"S R V S medical college and hospital , KATTHA MILL, SHIVPURI, Shivpuri, Dist. Shivpuri",8103278761,hodpatho@shivpurimedicalcollege.com,Govt.,Camps
1000,"Medical College Nscb Medical College, Jabalpur","Ist Floor Hospital Premises, Nagpur Road, Jabalpur, Dist. Jabalpur",9893122118,drbhagwan4@gmail.come,Govt.,Camps
1001,MGU Hospital Blood Centre,"Village Gadia Bilkisganj, Sehore, Sehore Madhya Pradesh, Sehore, Dist. Sehore",9039480806,mguhospital2019@gmail.com,Private,Camps
1002,"Modern Blood Centre, Mhow","160 Dreamland Theatre Annex.,  Mhow, , MHOW, Dist. Indore",9826064696,modernpathmhow@yahoo.co.in,Private,Camps
1003,"M.P. Thelasmia Kid Care Society, Bhopal","1th Floor,4-Fatehgarh,Sultania Road, Bhopal (M.P.), bhopal, Dist. Bhopal",9993531133,aditimaity@yahoo.co.in,Private,Camps
1004,Ms Shri Dada Darbar blood Centre,"Navghat Khedi, Barwah khargone, Barwah, Dist. Khargone (West Nimar)",9893870660,sddbcbarwaha@gmail. com,Charitable/Vol,Camps
1005,Narsinghgah BSU,"-, Narsinghgah, Dist. Rajgarh",0,,Govt.,Camps
1006,Navodaya Blood Centre,"B-Sector, Indrapuri, , Opposite BHEL aGate, Bhopal, Dist. Bhopal",9425010647,drshyam.agrawal@gmail.com,Private,Camps
1007,Nia Sagar Shree Blood Centre,"Bansal Hospital , A unit of Sagarshree hospital and reserach institute pvt ltd, Makronia, Dist. Sagar",9424874231,bloodbank.sagar@bansalhospital.com,Private,Camps
1008,Pali BSU,"-, Pali, Dist. Umaria",9425472821,bmochcpali@rediffmail.com,Govt.,Camps
1009,Parakh Charitable blood centre,"Parakh Charitable blood centre run by Samgra Vikas Jan Kalyan samiti gwalior, First Floor, D-40, A-1, Basant Vihar District Gwalior, Gwalior, Dist. Gwalior",9630603941,parakhbloodcentre@gmail.com,Charitable/Vol,Camps
1010,Patan BSU,"-, Patan, Dist. Jabalpur",8629961621,cbmopatan@gmail.com,Govt.,Camps
1011,Petlawad BSU,"Petlawad , Dist. Jhabua",8085915888,,Govt.,Camps
1012,Raghogarh BSU,"-, Raghogarh, Dist. Guna",0,,Govt.,
1013,Ramraja Blood Bank,"NEAR ORCHHA TIGEALA, NIWARI, Dist. Tikamgarh",9105480578,bloodbank.orchha@yatharthhospitals.com,Private,Camps
1014,"Sadguru Blood Centre Jankikund Chikitsalaya, Chitrakoot","satna, chitrakut, Chitrakoot, Dist. Satna",9935207959,slabs@sadgurutrust.org,Charitable/Vol,Camps
1015,SANWER BSU,"SANWER, Dist. Indore",9893417306,bmosanwer.mp@gmail.com,Govt.,Camps
1016,Sewa Blood Centre AND Component Centre Betul,"Shri goverdhan Rathi hospital Betul, Link road mahaveer ward Betul (M.P.), Betul, Dist. Betul",9826131761,Smitanutanrathi@gmail.com,Private,Camps
1017,Shahpura BSU,"-, Shahpura, Dist. Dindori",7772929334,bmoshahpuradin@gmail.com,Govt.,Camps
1018,Shiva Charitable blood centre,"Pushkar complex,Dubey Colony, Guna Madhya Pradesh, Guna, Dist. Guna",7441100101,shivabloodcentreguna@gmail.com,Charitable/Vol,Camps
1019,Shree Gurukripa Blood Centre,"157/2 , Shishak Nagar, Near Kalani Nagar Chouraha, Airport Road, Indore, Indore, Dist. Indore",7776944871,shreegurukripa43@gmail.com,Private,Camps
1020,Shri Atharvan Blood Centres,"Ward no.15, 1st floor, infront of satnam pentrol pump PTS Road Rewa, Rewa, Dist. Rewa",7000045495,shriatharvanbloodcentre@gmail.com,Charitable/Vol,Camps
1021,Shri Narayan Life Care Blood Centre,"Kothari Hospital, Wright Town, District-Jabalpur (M.P.) , Jabalpur, Dist. Jabalpur",8839236499,snlifecarebloodcentre@gmail.com,Private,Camps
1022,Shubham Pathological Diagnostic Centre and Blood Centre,"51, shree nagar ext., Khajrana road near SNS hospital indore M.P., Indore, Dist. Indore",9827333573,Shubhambloodbank21@gmail.com,Private,Camps
1023,Sihora BSU,"-, Sihora, Dist. Jabalpur",9826384848,chsihora@gmail.com,Govt.,Camps
1024,SN Krishna Blood Centre,"4th floor, SN KRISHNA HOSPITAL, TEEN BATTI SQUARE, FREEGANJ, UJJAIN. ,Madhya Pradesh, India, ujjain, Dist. Ujjain",9827685794,snkhbloodcentre@gmail.com,Private,Camps
1025,"Sukh Sagar Medical College AND Hospital, Blood Centre","Mukunwara, Chargawan Road, Block Bargi, Jabalpur, Dist. Jabalpur",9039544242,ssmchbloodcentre@gmail.com,Charitable/Vol,Camps
1026,Susner BSU,"-, Susner, Dist. Agar Malwa",9993291078,bpmsusner@gmail.com,Govt.,Camps
1027,Tatpar Blood Centre AND Component Centre Bhopal,"10, Neelam Colony, zabait lane, near lily talkies, Bhopal, Dist. Bhopal",9826066913,tatparbloodbank@gmail.com,Charitable/Vol,Camps
1028,"Ujjain Charitable Trust, Ujjain","Nikas Chawk Budhwariya, , Ujjain, Dist. Ujjain",0734 2557992,charibbank2015@gmail.com,Charitable/Vol,Camps
1029,"Vishnuprabha Charitable Trust, Dewas","39, HIG, Chamunda Complex, Civil Lines, Dewas, Dist. Dewas","09827230041,",,Charitable/Vol,Camps
1030,Waidhan BSU,"-, Waidhan, Dist. Singrauli",0,,Govt.,
1031,Anand Rotary Blood Centre,"HZB ANAND HOSPITAL AND REASEARCH CENTRE PVT LTD Opp Panch Mandir Gate, , Hazribagh, Dist. Hazaribagh","9386899974, 7762952269",anandrotarybloodcentre2016@gmail.com,Private,Camps
1032,Blood Centre Asian Dwarkadas Jalan Memorial Hospital,"Bartand, Near City Centre, Dhanbad, C/o Asian Dwarkadas Jalan Super Specialty Hospital, Dhanbad, Dist. Dhanbad",9204061081,jalanbloodbank@gmail.com,Private,Camps
1033,Blood Centre CENTRAL HOSPITAL DHANBAD,"B.C.C.L, Jagjivan Nagar, Dhanbad, Jagjiwan Nagar, Dist. Dhanbad",7004205052,bloodcentrechdbccl@gmail.com,Govt.,Camps
1034,Blood Centre HZB Arogyam Multi Speciality Hospital,"HZB Arogyam Multi Speciality Hospital, 2ND FLOOR, Hazaribagh, Dist. Hazaribagh",9431386323,J.kundanjha@gamil.com,Private,Camps
1035,Blood Centre Laxmi Chandravansi Medical Coll  Hospital,"Laxmi ChandravansiMedical College & Hospital, Nawadih Kala Bishrampur Palamu, Jharkhand, Bishrampur, Dist. Palamu",8158037773,lcmch.bloodbank@gmail.com,Private,Camps
1036,Blood Centre Sadar Hospital Chaibasa,"Sadar Hospital, Chaibasa, chaibasa, Dist. Pashchimi Singhbhum",9279221139,bbchaibasa@gmail.com,Govt.,Camps
1037,Blood Centre Sadar Hospital Dumka,"Blood Bank, Sadar Hospital, Dumka, Dumka, Dist. Dumka",952345817,bloodbankdumka@gmail.com,Govt.,Camps
1038,"Blood Centre, Sadar Hospital, Giridih","Blood Bank, Sadar Hospital, Giridih, Giridih, Dist. Giridih",9431925263,md.sohelakhtar@yahoo.in,Govt.,Camps
1039,Blood Centre Sadar Hospital Gumla,"The Blood Bank, Sadar Hospital, Gumla, Gumla, Gumla, Dist. Gumla",9534032306,bloodbankgumla@gmail.com,Govt.,Camps
1040,Blood Centre Sadar Hospital Jamtara,"Blood Bank Sadar Hospital Jamtara. GOVT, Jamtara, Dist. Jamtara",8709408814,bloodbankjamtara1@gmail.com,Govt.,Camps
1041,"Blood Centre, Sadar Hospital, Koderma","Blood Bank, Sadar Hospital, Koderma, Koderma, Dist. Kodarma",9931485041,cskoderma2@gmail.com,Govt.,Camps
1042,"Blood Centre, Sadar Hospital, Lohardaga","Blood Bank, Sadar Hospital, Lohardaga, Lohardaga, Dist. Lohardaga",8102649764,Jh.bb.sdlohardaga @gmail.com,Govt.,Camps
1043,Blood Centre Sadar Hospital Palamu,"Sadar Hospital Palamu, Daltonganj, Dist. Palamu",6562357757,bloodbankpalamau@gmail.com,Govt.,Camps
1044,Blood Centre Sadar Hospital Ranchi,"Blood Centre Sadar Hospital Camil Bulke Path Ranchi, Ranchi, Dist. Ranchi",6513575501,bloodbanksadarranchi999@gmail.com,Govt.,Camps
1045,Blood Centre Sadar Hospital Simdega,"Sadar Hospital, Simdega, Dist. Simdega",9386355969/ 8051011707,bloodnanksimdega@gmail.com,Govt.,Camps
1046,"Blood Centre, S.B.M.C.H. Hazaribagh","Blood Center 2nd floor Sadar Hospital Campus , Hazaribagh, Hazaribagh , Dist. Hazaribagh",8092769023,sbmchbloodbankhzb@gmail.com,Govt.,Camps
1047,Blood Transfusion Unit Tata Steel Hospital,"Tata steel Hospital Noamundi, Noamundi, Dist. Pashchimi Singhbhum","9031055738, 9031003452",vijay.topno@tatasteel.com,Private,Camps
1048,Brahmananda Narayana Multispeciality Hospital Blood Centre,"NH-33, Near pardih Chowk, Tamolia, Seraikela Kharsawan, Tamolia, Dist. Saraikela-Kharsawan",9939638193,info.bnh@nhhospitals.org,Private,Camps
1049,City Hospital Blood Centre,"2nd Floor, Behind LIC Office, Gola Road Ramgarh Cantt, Jharkhand, Ramgarh, Dist. Ramgarh",9431578451,citybldcentrmg23@gmail.com,Private,Camps
1050,Devkamal Hosptal And Research Centre,"Bajra, Itki Road, Post. - Hehal, Ranchi, Dist. Ranchi",7549000645,devkamalhospicare@gmail.com,Private,Camps
1051,Divisional Railway Hospital Blood Storage Centre_Divisional Railway Hospital,"Chakradharpur-West Singhbhum, Chakradharpur, Dist. Pashchimi Singhbhum",9771482509,cmsckpser@gmail.com,Govt.,Camps
1052,Guru Nanak Hospital AND Research Centre Blood Centre,"Station Rd, Sirom Toly, Gosaintola, Ranchi, Ranchi, Dist. Ranchi",9031091565,gnhrcbloodbank@gmail.com,Private,Camps
1053,Hill View Blood Storage Unit,"Hill View Road, Bariatu, Ranchi, Dist. Ranchi",9470590980,hillviewhospital@gmail.com,Private,Camps
1054,"Indian Red Corss Soceity Blood Centre, Chatra","Near Post Office, Sadar Hospital Campus Chatra, Chatra, Dist. Chatra",9934359125,ircschatra@gmail.com,Red Cross,Camps
1055,"Indian Red Cross Society Blood Centre, Ranchi","Red Cross Building, Morabadi maidan, Ranchi, Dist. Ranchi",9819186308,ircsmorabadi834002@gmail.com,Red Cross,Camps
1056,Jharkhand Blood Centre,"S. R. Complex, Near Bariatu Masjid, Bariatu, Ranchi, Dist. Ranchi",6514655060,jharkhandbloodbank2004@gmail.com,Private,Camps
1057,Kiriburu General Hospital,"At/P.O.-Kiribur, West Singhbhum, Dist. Pashchimi Singhbhum",8986881168,jh.bb.sailkiriburu@gmail.com,Private,Camps
1058,Lake View Hospital Blood Centre,"1st floor Jora Talab Bariatu Ranchi, Jharkhand India, Ranchi, Dist. Ranchi",9142555494,lakeviewbloodcenter@gmail.com,Private,Camps
1059,Madhusudan Trust Blood Centre,"Madhusudan Trust Blood Centre, Alam Hospital and Research Centre, Booty Road, Bariatu Ranchi, Ranchi, Dist. Ranchi",9263783059,bloodcentremadhusudantrust@gmail.com,Charitable/Vol,Camps
1060,Nagarmal Modi Seva Sadan Hospital,"Seva Sadan Road, Upper Bazar, Ranchi, Ranchi, Dist. Ranchi",9234461280,bloodbanknmss@gmail.com,Private,Camps
1061,Om Sai Blood Centre,"MIG B-8 , Housing Colony, Dhanbad, Jharkhand 826001, Dhanbad, Dist. Dhanbad",9934568941,omsaibloodbankdhanbad@gmail.com,Private,Camps
1062,Paras HEC Hospital Blood Centre,"Paras HEC Hospital, Opp Prabhat Tara School, Sect- 3 Dhurwa , Ranchi, Ranchi, Dist. Ranchi",9031653730,parashecbloodbankrnc@gmail.com,Private,Camps
1063,Rani Hospital Blood Storage Unit,"In front of Governor House, Behind Machli Ghar, Ranchi, Jharkhand-834001, Ranchi, Dist. Ranchi",8789994757,ranihospitalranchi@gmail.com,Private,Camps
1064,"Ref. Hospital, Mandar, Ranchi BSU","-, Mandar, Dist. Ranchi",0,-,Govt.,
1065,"Ref. Hospital,Silli, Ranchi BSU","-, Silli, Dist. Ranchi",0,-,Govt.,
1066,"Ref. Hospital,Sonahatu, Ranchi BSU","-, Sonahatu, Dist. Ranchi",0,-,Govt.,
1067,"Ref. Hospital,Torpa, Khunti BSU","-, Torpa, Dist. Khunti",0,-,Govt.,
1068,Rotary Central Prime Blood Centre,"Gola Road,Kaitha Chowk,Ramgarh, Ramgarh, Dist. Ramgarh",9102925408,rcpbc3250@gmail.com,Private,Camps
1069,SADAR HOSPITAL SARAIKELA,"SADAR HOSPITAL SARAIKELA, SARAIKELA, SERAIKELA , SERAIKELA-KHARSAWAN,JHARKHAND, INDIA, Saraikela Kharsawan, Dist. Saraikela-Kharsawan","8369507243, 9431340962",vishnudeoprasad14@gmail.com,Govt.,Camps
1070,"Shanti Bhawan Medical Centre, Blood Centre","Blood Bank, Shanti Bhawan Medical Centre, P.S. Biru, Simdega, Biru, Dist. Simdega",8294034425,sbmebiru@gmail.com,Private,Camps
1071,Shrinivas Blood Centre,"HAZARIBAG DENTAL COOLEGE DEMOTAND, HAZARIBAG, Hazaribag, Dist. Hazaribagh",7280044484,snh.bb19@gmail.com,Private,Camps
1072,Singhpur Nursing Home Blood Centre,"Muri, 835101, Ranchi, Dist. Ranchi",9534789000 / 9471318300,snhbloodcentre@gmail.com,Private,Camps
1073,"State Of Art Model Blood Centre, Rims Bariatu, Ranchi","RIMS BLOOD BANK, Ranchi, Dist. Ranchi",9470516651,bldbnkrims@gmail.com,Govt.,Camps
1074,Tata Central Hospital Blood Centre,"Jamadoba, P.O.- Bhaga, , Dhanbad, Dist. Dhanbad",9234612802,hitendra.kumar@tatasteel.com,Private,Camps
1075,Tulip Hospital Blood Centre,"Basement Floor, Ring Road, Simaliya, Ranchi, Dist. Ranchi",7294924382,tuliphospitalbloodcentre@gmail.com,Private,Camps
